ArtefactID,MusAcc,SiteName,AdminRegion,Length,Weight,Country
2239,"Buckinghamshire County Museum, Aylesbury AYBCM : unknown","Burnham, Slough Trading Estate","Buckinghamshire, England",154,423,England
2241,"Buckinghamshire County Museum, Aylesbury AYBCM : unknown","Burnham, Slough Trading Estate","Buckinghamshire, England",166,447.1,England
2242,"Buckinghamshire County Museum, Aylesbury AYBCM : unknown","Burnham, Slough Trading Estate","Buckinghamshire, England",165,456.2,England
2243,"Buckinghamshire County Museum, Aylesbury AYBCM : unknown","Burnham, Slough Trading Estate","Buckinghamshire, England",154,457,England
2244,"Buckinghamshire County Museum, Aylesbury AYBCM : unknown","Burnham, Slough Trading Estate","Buckinghamshire, England",160,463,England
2245,"Buckinghamshire County Museum, Aylesbury AYBCM : unknown","Burnham, Slough Trading Estate","Buckinghamshire, England",168,469.1,England
2247,"Buckinghamshire County Museum, Aylesbury AYBCM : unknown","Burnham, Slough Trading Estate","Buckinghamshire, England",159,479.5,England
2248,"Buckinghamshire County Museum, Aylesbury AYBCM : unknown","Burnham, Slough Trading Estate","Buckinghamshire, England",165,546.9,England
2251,Amgueddfa Cymru - National Museum Wales NMW : 2005.68H/11,Burton,"Wrexham, Wales",152.9,289.5,Wales
2252,Amgueddfa Cymru - National Museum Wales NMW : 2005.68H/12,Burton,"Wrexham, Wales",150.2,304.9,Wales
2253,private ownership,"Burton Green, West Kenilworth","Warwickshire, England",150,316.9,England
2254,Burton-upon-Trent Museum (now closed),"Burton-on-Trent, Horninglow","Staffordshire, England",154.9,400,England
2255,"British Museum BM : 1873,0602.13","Burton-on-Trent, Needwood Forest (near Swilcar Oak)","Staffordshire, England",144,301,England
2259,"British Museum BM : 1866,0627.48",Burwell Fen,"Cambridgeshire, England",154,337,England
2260,British Museum BM : WG.1874,Burwell Fen,"Cambridgeshire, England",161,391,England
2262,British Museum BM : WG.1875,Burwell Fen,"Cambridgeshire, England",155,387,England
2263,"British Museum BM : 1866,0627.47",Burwell Fen,"Cambridgeshire, England",158,408,England
2265,"British Museum BM : 1865,0418.1",Burwell Fen,"Cambridgeshire, England",158,534,England
2266,"Ashmolean Museum, Oxford OXFAS : 1927.2381",Burwell Fen,"Cambridgeshire, England",142,172.48,England
2270,"Ashmolean Museum, Oxford OXFAS : 1927.2563",Burwell Fen,"Cambridgeshire, England",107,263.7,England
2271,"Ashmolean Museum, Oxford OXFAS : 1927.2562",Burwell Fen,"Cambridgeshire, England",152,403.7,England
2272,"Ashmolean Museum, Oxford OXFAS : 1955.154",Bury St Edmunds,"Suffolk, England",157,453.1,England
2274,"Weston Park Museum, Sheffield SHEFG : J93.482","Buxton (near), Grind","Derbyshire, England",145,396,England
2276,private ownership,Caerhun (community),"Conwy, Wales",100,221.9,Wales
2277,Amgueddfa Cymru - National Museum Wales NMW : 25.59D,"Dolbenmaen, Efail-Cenin (peat bog behind)","Gwynedd, Wales",146,288,Wales
2278,Amgueddfa Cymru - National Museum Wales NMW : 38.753/16,"unprovenanced, Caernarvonshire (or Llanbeblig, Segontium)","Gwynedd, Wales",169,475,Wales
2279,Amgueddfa Cymru - National Museum Wales NMW : 41.109/4,"Llanddeiniolen, Carreg y Garth (above Pentir Hall)","Gwynedd, Wales",182,643.7,Wales
2280,lost (formerly Amgueddfa Cymru - National Museum Wales NMW : L8?),"Dolbenmaen, Pant-yr-einiog Farm (Weirglodd Fawr bog)","Gwynedd, Wales",176,570,Wales
2281,Amgueddfa Cymru - National Museum Wales NMW : 41.109/2,"Llanberis (near Llanberis Lake), Glyn Rhonwy quarries?","Gwynedd, Wales",167,448.2,Wales
2282,Amgueddfa Cymru - National Museum Wales NMW : 41.109/6,"Tudweiliog/Llaniestyn, Carn Fadryn","Gwynedd, Wales",148,352.5,Wales
2285,Amgueddfa Cymru - National Museum Wales NMW : 38.753/13,"Llanbeblig, Waenfawr (Castellmai, near Old House)","Carnavonshire, Wales",179,612.5,Wales
2289,Amgueddfa Cymru - National Museum Wales NMW : 41.109/7,"Llanberis (near Llanberis Lake), Glyn Rhonwy quarries?","Gwynedd, Wales",167,480,Wales
2293,Isle of Wight Museum Service IWCMS : unknown,Calbourne (parish),"Isle of Wight, England",153.6,387.2,England
2294,Isle of Wight Museum Service IWCMS : unknown,Calbourne (parish),"Isle of Wight, England",158.9,397.4,England
2295,Isle of Wight Museum Service IWCMS : unknown,Calbourne (parish),"Isle of Wight, England",159.9,422,England
2296,Isle of Wight Museum Service IWCMS : unknown,Calbourne (parish),"Isle of Wight, England",138,313.3,England
2304,"Hunterian Museum, Glasgow GLAHM : B.1914.280 (formerly B72)",Cambridge,"Cambridgeshire, England",119,252,England
2305,"Hunterian Museum, Glasgow GLAHM : B.1914.284 (formerly B71)",Cambridge,"Cambridgeshire, England",129,393,England
2306,St Albans Museum SABMS : 1.2,Cambridge,"Cambridgeshire, England",149.5,386,England
2307,private ownership,Cambridge,"Cambridgeshire, England",143,411,England
2309,"Ashmolean Museum, Oxford OXFAS : 1927.2566",Cambridge (near),"Cambridgeshire, England",157,377.7,England
2310,Bristol Museum BRSMG : E453,Cambridge (near),"Cambridgeshire, England",135,430,England
2312,"Ashmolean Museum, Oxford OXFAS : 1927.2565",Cambridge Fens,"Cambridgeshire, England",131,240,England
2313,St Albans Museum SABMS : unknown,Cambridge Fens,"Cambridgeshire, England",128.5,418.1,England
2315,St Albans Museum SABMS : unknown,Cambridge Fens,"Cambridgeshire, England",158.5,369,England
2316,Yorkshire Museum YORYM : unknown,Cambridge Fens,"Cambridgeshire, England",142,372,England
2317,"Museum of Archaeology and Anthropology, Cambridge CAMAA : Z 4274",Cambridge Fens,"Cambridgeshire, England",146,390,England
2318,"Museum of Archaeology and Anthropology, Cambridge CAMAA : Z 4271",Cambridge Fens,"Cambridgeshire, England",153,417,England
2319,"Ashmolean Museum, Oxford OXFAS : 1927.2564",Cambridge Fens,"Cambridgeshire, England",172,530.9,England
2320,"Pitt Rivers Museum, Oxford OXFPR : 1892.67.121 (mistakenly 1887.1.1124)",Cambridge Fens,"Cambridgeshire, England",154,369,England
2321,"Museum of Archaeology and Anthropology, Cambridge CAMAA : Z 4279",Stretham Drain,"Cambridgeshire, England",149,369,England
2323,private ownership,Cann (parish),"Dorset, England",128.35,263,England
2324,St Albans Museum SABMS : unknown,Canterbury,"Kent, England",164,439,England
2326,St Albans Museum SABMS : unknown,Canterbury,"Kent, England",168,454,England
2327,St Albans Museum SABMS : unknown,Canterbury,"Kent, England",172,454,England
2328,private ownership,Canterbury,"Kent, England",142.62,385,England
2330,Maidstone Museum MNEMG : 1993.67.1,Canterbury (near),"Kent, England",165,425,England
2331,Carmarthen Museum CAASG : A.75.4722,"Capel Colman, Parc Maen Farm","Pembrokeshire, Wales",155.5,376,Wales
2333,Amgueddfa Cymru - National Museum Wales NMW : 21.91,"Cardiff, Llanishen, Gabalfa","Cardiff, Wales",128,297,Wales
2334,Amgueddfa Cymru - National Museum Wales NMW : 01.329/30,"Cardiff, Llanishen, Cyncoed","Cardiff, Wales",143,414,Wales
2337,private ownership,Carlisle,"Cumbria, England",143.27,431,England
2340,"British Museum BM : 1892,0901.311","Dorchester, Castle Hill","Dorset, England",156,376,England
2341,private ownership,Airedale and Ferry Fryston (parish),"West Yorkshire, England",140.4,396,England
2346,"Ashmolean Museum, Oxford OXFAS : 1927.2601",Cavenham Heath (near the Black Ditch),"Suffolk, England",159,489,England
2348,British Museum BM : WG.1888,Stirling,"Stirling, Scotland",174,554.8,Scotland
2350,Amgueddfa Cymru - National Museum Wales NMW : 47.164/187 (cast),"Cwm Rheidol, Ysbytty Cynfin","Ceredigion, Wales",151,309,Wales
2352,Amgueddfa Cymru - National Museum Wales NMW : 35.622,Llannon,"Ceredigion, Wales",157,409,Wales
2355,Amgueddfa Cymru - National Museum Wales NMW : 80.48H,"Ciliau Aeron, Cae Mawr Farm (field 352)","Carmarthenshire, Wales",155,375,Wales
2358,Somerset County Museum (Taunton Castle) TTNCM : 57.A.45,"Chaffcombe, Avishays (N of), Court Farm","Somerset, England",152,375,England
2359,"Royal Albert Memorial Museum, Exeter EXEMS : 1891/2/7 (A6464)","Chagford (N of Quintatown), New Quarry","Devon, England",152,501.8,England
2361,private ownership,Chalgrave (parish),"Central Bedfordshire, England",149,441.3,England
2362,private ownership,Chalgrove (parish),"Oxfordshire, England",165,403.1,England
2364,Somerset County Museum (Taunton Castle) TTNCM : 11A,"Chard/Wreath, Newhayes (field 797)","Somerset, England",165,519,England
2365,private ownership,Chardstock,"Devon, England",171,425.3,England
2368,private ownership,Charlton Musgrove (parish),"Somerset, England",129.4,258,England
2369,private ownership,Charlton Musgrove (parish),"Somerset, England",134.6,266,England
2370,"William Salt Library, Stafford",Chartley Holme (north of Chartley Castle where the top of the wood turns E),"Staffordshire, England",139,354,England
2371,"British Museum BM : 1871,1002.5",Chatham Dockyard,"Medway, England",146,476,England
2372,Maidstone Museum MNEMG : 1993.63,"Chatham, Walderslade, Robin Hood Lane","Medway, England",149,397,England
2374,"Weston Park Museum, Sheffield SHEFG : J93.489",Chatsworth (near),"Derbyshire, England",159,539,England
2378,private ownership,Cheadle (parish),"Staffordshire, England",161,444,England
2379,"Bristol Museum BRSMG : F2843 (formerly British Museum BM : 1876,0812.1)","Cheddar Valley, GWR line","Somerset, England",165,406,England
2380,private ownership,Chelmsford,"Essex, England",158,354,England
2381,"Castle Museum, Colchester COLEM : 1874 PC",Chelmsford,"Essex, England",168,467.8,England
2382,British Museum BM : WG.1856,Cherry Hinton,"Cambridgeshire, England",168,523,England
2383,private ownership,Cherry Willingham (parish),"Lincolnshire, England",151,480.1,England
2385,"Museum of Archaeology and Anthropology, Cambridge CAMAA : Z 4318 (?1883.380)",Chesterton,"Cambridgeshire, England",151,442,England
2389,"British Museum BM : 1933,0406.125","Chichester, Elsted, Beacon Hill","West Sussex, England",152,430,England
2390,private ownership,Chilcomb (parish),"Hampshire, England",132,296,England
2392,Somerset County Museum (Taunton Castle) TTNCM : unknown (formerly Glastonbury Museum),Edington Burtle (between Chilton Polden and Edington)?,"Somerset, England",147,369,England
2393,Somerset County Museum (Taunton Castle) TTNCM : unknown (formerly Glastonbury Museum 31),Edington Burtle (between Chilton Polden and Edington)?,"Somerset, England",156,440,England
2394,Bristol Museum BRSMG : FT412,Chingford Church (Waltham Forest),"Greater London, England",185.5,602,England
2396,Museum of London LDMOL : 37.221/57,Chingford (E side of relief channel near Pickett's Lock),"Greater London, England",165,431,England
2399,Shropshire Museums Service SHYMS : A.2003.040 (B20),"Chirbury with Brompton, Mitchell's Fold Tenement","Shropshire, England",126,188.3,England
2400,British Museum BM : WG.1857,Chislet (or Canterbury),"Kent, England",170,459,England
2402,British Museum BM : WG.1739,Chiswick (River Thames),"Greater London, England",150,428,England
2406,private ownership,Chorlton (parish),"Cheshire East, England",177,553,England
2408,"Red House Museum and Art Gallery, Christchurch CHRRH : 11/1921","Christchurch, Purewell, Pritchards Nurseries","Dorset, England",156.5,410,England
2411,"Cartwright Hall Museum and Art Gallery, Bradford BRFMS : 24.33","Leeds, Churwell and Beeston (between)","Leeds, England",178,558,England
2417,Newark Museum NEKMS : 790.1,Claypole (E bank of River Witham about 300 yards N of the bridge where Shire Lane crosses the river),"Lincolnshire, England",159,454,England
2418,British Museum BM : SL.300,"Clewer Without, St Leonard's Hill","Windsor and Maidenhead, England",101,175,England
2419,British Museum BM : SL.372,"Clewer Without, St Leonard's Hill","Windsor and Maidenhead, England",156.57,361.6,England
2420,"Guildhall Museum, Rochester ROSEH : A2447",Cliffe (100 yards W of West Court Farm),"Medway, England",176,539,England
2422,private ownership,Clifton upon Dunsmore (near River Avon),"Warwickshire, England",153,402,England
2423,private ownership,Clipstone (parish),"Nottinghamshire, England",141.58,470,England
2424,private ownership,Clitheroe (parish),"Lancashire, England",155,359,England
2425,St Albans Museum SABMS : unknown,"Clothall, Cumberlow Green","Hertfordshire, England",105.5,127.6,England
2426,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1925.139B","Clothall, Cumberlow Green","Hertfordshire, England",137.5,258,England
2431,private ownership,Cockfosters (parish),"Greater London, England",158,386.7,England
2434,"Ashmolean Museum, Oxford OXFAS : 1927.2591",Colwick (River Trent),"Nottinghamshire, England",168,479,England
2436,"Royal Albert Memorial Museum, Exeter EXEMS : 593/2005 (formerly 385?)","Colyton, Lovehayne Farm","Devon, England",127,258.4,England
2437,private ownership,Colyton (parish),"Devon, England",92.6,133.89,England
2438,Somerset County Museum (Taunton Castle) TTNCM : 8B,"Combe St Nicholas, Holmes Farm","Somerset, England",116,425,England
2439,"British Museum BM : 1868,0805.24","Bro Garmon, Cilcennis (lead mine next to Oaklands, SE of Cilcennis Farm, about 2.5 miles S of Llanrwst)","Conwy, Wales",191,780,Wales
2440,Llandudno Museum LLDMG :  2005.1-5,Conwy (community),"Conwy, Wales",147.6,477.1,Wales
2441,Llandudno Museum LLDMG :  2005.1-5,Conwy (community),"Conwy, Wales",141,483.7,Wales
2444,Southampton Museum SOTLS : A1964.166,"Tatchbury Common, Money Hill barrow (or Southampton)","Hampshire, England",147.5,333,England
2448,Shropshire Museums Service SHRMS : unknown (formerly Ludlow Museum WB53),Corwen (Rhagatt estate?),"Denbighshire, Wales",162,560,Wales
2450,private ownership,Cotton Edmunds (parish),"Cheshire West and Chester, England",159,407,England
2451,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1922.541","Coveney Fen, Frogs Hall","Cambridgeshire, England",150,261,England
2452,"Ashmolean Museum, Oxford OXFAS : 1927.2690","Oxford, Leopold Street and Cowley Road (Tramway Stables)","Oxfordshire, England",176,614.4,England
2453,"Ashmolean Museum, Oxford OXFAS : 1927.2689","Oxford, Leopold Street and Cowley Road (Tramway Stables)","Oxfordshire, England",179,473.1,England
2454,"Ashmolean Museum, Oxford OXFAS : 1881.198","Oxford, Leopold Street and Cowley Road (Tramway Stables)","Oxfordshire, England",175,480,England
2455,"Ashmolean Museum, Oxford OXFAS : 1882.7","Oxford, Leopold Street and Cowley Road (Tramway Stables)","Oxfordshire, England",178,473,England
2457,"Ashmolean Museum, Oxford OXFAS : 1882.4","Oxford, Leopold Street and Cowley Road (Tramway Stables)","Oxfordshire, England",177,476.3,England
2458,"Ashmolean Museum, Oxford OXFAS : 1882.6","Oxford, Leopold Street and Cowley Road (Tramway Stables)","Oxfordshire, England",171,455,England
2462,"Ashmolean Museum, Oxford OXFAS : 1927.2572",Crediton,"Devon, England",152.8,382,England
2463,"Ashmolean Museum, Oxford OXFAS : 1927.2571",Crediton,"Devon, England",174,546,England
2464,private ownership,Cricket St Thomas (parish),"Somerset, England",113.8,171,England
2465,private ownership,"Cringleford, Colney Lane, Muskoka","Norfolk, England",167,191,England
2469,"Museum of Archaeology and Anthropology, Cambridge CAMAA : Z 39983","Farnham, Crooksbury Hill","Surrey, England",130,326,England
2471,"Ashmolean Museum, Oxford OXFAS : 1911.503","North Stoke, Crowmarsh","Oxfordshire, England",73,126,England
2473,Reading Museum REDMG : 1932.52.1,"Crowthorne (close to Reading Road, Ambarrow Hill), Wellington College","Berkshire, England",105,258,England
2474,private ownership,Croxton,"Norfolk, England",159,404.5,England
2475,private ownership,Cuckney (parish),"Nottinghamshire, England",153,387.2,England
2477,Barrow-in-Furness Museum BAWMS : U5,"Stainton-in-Furness, Stainton Quarries (Stone Close)","Cumbria, England",173,623.7,England
2478,"Tullie House Museum, Carlisle CALMG : 14.99/4.229","Branthwaite, Old Field","Cumbria, England",132,338.6,England
2479,"British Museum BM : 1856,0701.5020","Cartmel (near, Flookburgh?)","Cumbria, England",149,473,England
2480,British Museum BM : WG.1841,Keswick (near),"Cumbria, England",160,522,England
2481,"Tullie House Museum, Carlisle CALMG : 27.26.431",Penrith,"Cumbria, England",128,385,England
2483,Penrith and Eden Museum PEQPM : unknown,"Penrith, Whinfell (a mile E of Brougham Roman Camp)","Cumbria, England",160,383,England
2484,"Tullie House Museum, Carlisle CALMG : L.16.2",Seaton,"Cumbria, England",179,430,England
2485,"Tullie House Museum, Carlisle CALMG : 232.P2.96",Temple Sowerby,"Cumbria, England",144,340,England
2486,Somerset County Museum (Taunton Castle) TTNCM : 12C,"Curland, Mount Pleasant Farm","Somerset, England",168,490,England
2487,Amgueddfa Cymru - National Museum Wales NMW : 25.236,"Vaynor, Cwm-Taf (Llwyn-on Reservoir)","Rhondda Cynon Taf, Wales",158,382.2,Wales
2489,"Weston Park Museum, Sheffield SHEFG : J93.490","Darley Dale, Stonecliff (Stancliffe) Quarry","Derbyshire, England",150,340,England
2490,St Albans Museum SABMS : unknown,Darlington,"Durham, England",176,476,England
2491,"Ashmolean Museum, Oxford OXFAS : 1836.p122.4 (NC 347)","Darowen (former Montgomeryshire parish), Moel-yr-Henllys","Powys, Wales",163,348.55,Wales
2492,Northampton Museum NOMLM : 6A.164,Daventry (near),"Northamptonshire, England",144,387,England
2493,"Ashmolean Museum, Oxford OXFAS : 1927.2570",Dawlish,"Devon, England",160,544,England
2494,"Ashmolean Museum, Oxford OXFAS : 1927.2579","Deerhurst, Wainlodes Hill (River Severn)","Gloucestershire, England",177,527,England
2496,Manchester Museum MANCH : 34657 (O.730.S 467/69),Ruabon,"Denbighshire, Wales",167,496,Wales
2498,Alnwick Castle Museum ALWAM : 196,Denwick near Alnwick,"Northumberland, England",158,313,England
2502,Amgueddfa Cymru - National Museum Wales NMW : 42.55,"Llangedwyn (Llansilin), Penybont Hall","Powys, Wales",164,417.5,Wales
2503,"Weston Park Museum, Sheffield SHEFG : J93.508",Newhaven (near),"Derbyshire, England",157,397,England
2504,private ownership,Desford (parish),"Leicestershire, England",159,378,England
2505,"Royal Albert Memorial Museum, Exeter EXEMS : 56/1915",Exeter,"Devon, England",155,372.5,England
2511,private ownership,Diss,"Norfolk, England",159,382,England
2519,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1919.4","March, Doddington/Dottington","Cambridgeshire, England",164,429,England
2520,private ownership,Doncaster,"Doncaster, England",121,177,England
2521,Doncaster Museum DONMG : 291X,"Doncaster, Catherine Street","Doncaster, England",182,610,England
2522,private ownership,Donington (parish),"Shropshire, England",145.5,477,England
2523,"Ashmolean Museum, Oxford OXFAS : 1927.2683",Dorchester (near),"Oxfordshire, England",142,261.5,England
2524,"Ashmolean Museum, Oxford OXFAS : 1927.2682",Dorchester (near),"Oxfordshire, England",118,334,England
2525,"Ashmolean Museum, Oxford OXFAS : 1927.2681",Dorchester (near),"Oxfordshire, England",140,362.8,England
2526,"Ashmolean Museum, Oxford OXFAS : 1927.2684",Dorchester (near),"Oxfordshire, England",153,432,England
2532,private ownership,Doulting (parish),"Somerset, England",123.4,111,England
2533,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1883.131",Downham Fen/Downham Market,"Norfolk, England",161,512,England
2535,British Museum BM : WG.1858,Drayton St Leonard,"Oxfordshire, England",162,563,England
2537,Scarborough Museum and Art Gallery SCARB : unknown,"Driffield, The Kings Mount (barrow)","East Yorkshire, England",168,368.5,England
2538,Hull Museum KINCM : 1942.900.33 (formerly M14),Driffield?,"East Yorkshire, England",140,420,England
2540,Dumfries Museums Service DUMFM : unknown,"Dumfries, Greyfriar's Church","Dumfries and Galloway, Scotland",81,230,Scotland
2543,Dumfries Museums Service DUMFM : 1964.16,"Dumfries, Greyfriar's Church","Dumfries and Galloway, Scotland",160,520,Scotland
2551,private ownership,Durley (parish),"Hampshire, England",147.75,306,England
2552,private ownership,Durley (parish),"Hampshire, England",155.7,378,England
2553,"British Museum BM : 1892,0901.312",Durweston,"Dorset, England",141,395,England
2556,private ownership,Eardisley (parish),"Herefordshire, England",133.4,343.2,England
2560,Norwich Castle Museum NWHCM : 1931.90,East Carleton,"Norfolk, England",152,228,England
2561,Yorkshire Museum YORYM : 1994.2307,"East Greenwich, Purfleet","Thurrock, England",168,510.3,England
2567,private ownership,"Bournemouth, East Southbourne and Tuckton","Bournemouth, England",139.86,209.5,England
2568,private ownership,"Bournemouth, East Southbourne and Tuckton","Bournemouth, England",137.62,305.7,England
2569,private ownership,"Bournemouth, East Southbourne and Tuckton","Bournemouth, England",149.42,374.4,England
2570,private ownership,"Bournemouth, East Southbourne and Tuckton","Bournemouth, England",170.06,423.4,England
2571,private ownership,"Bournemouth, East Southbourne and Tuckton","Bournemouth, England",162.62,425.5,England
2573,private ownership,"Crowborough, Luxford Farm","East Sussex, England",152,342,England
2576,Southampton Museum SOTLS : unknown (formerly 54B),Eastleigh,"Hampshire, England",122.5,146,England
2579,private ownership,Easton Maudit (parish),"Northamptonshire, England",117,290,England
2580,private ownership,Easton Maudit (parish),"Northamptonshire, England",128.1,323,England
2582,private ownership,Eaton Bray (parish),"Central Bedfordshire, England",153.4,423.6,England
2583,private ownership,Ebbsfleet,"Kent, England",117,305,England
2585,private ownership,Eccleshall (parish),"Staffordshire, England",134.8,327.9,England
2586,private ownership,Eden,"Cumbria, England",98,105,England
2587,Somerset County Museum (Taunton Castle) TTNCM : 24A,Edington Burtle,"Somerset, England",154.4,388,England
2588,Somerset County Museum (Taunton Castle) TTNCM : 24B,Edington Burtle,"Somerset, England",167,496,England
2590,Somerset County Museum (Taunton Castle) TTNCM : 25A,Edington Burtle,"Somerset, England",146.9,363,England
2592,private ownership,Edlingham (parish),"Northumberland, England",113.42,188.4,England
2625,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1922.538",Stuntney (Finch's),"Cambridgeshire, England",148,326,England
2626,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1922.545","Stuntney, Middle Farm","Cambridgeshire, England",150.5,425,England
2628,"British Museum BM : 1936,0707.1","Enfield, Edmonton, 138 Broadlands Avenue (off Hertford Road)","Greater London, England",127,610,England
2629,private ownership,"Uffington, Haughmond Fields","Shropshire, England",154.4,440.2,England
2630,"Castle Museum, Colchester COLEM : 1914.3125",Epping Forest,"Essex, England",151,349,England
2632,Hull Museum KINCM : 1980.568 (formerly N8),Driffield (2 miles SW of),"East Yorkshire, England",108,124,England
2633,Somerset County Museum (Taunton Castle) TTNCM : 3,Eriswell (or Stibbard?),"Suffolk, England",111,147,England
2634,"Museum of Archaeology and Anthropology, Cambridge CAMAA : Z 4319",Eriswell,"Suffolk, England",142,360,England
2635,"British Museum BM : 1866,0627.49",Eriswell (or Stibbard?),"Suffolk, England",114,166,England
2636,"Moyse's Hall Museum, Bury St Edmunds BSEMS : 1977.733 (F53)",Eriswell (or Stibbard?),"Suffolk, England",97,149,England
2638,private ownership,Erpingham (parish),"Norfolk, England",141,376,England
2639,Northampton Museum NOMLM : unknown (Case 6A.161),Everdon,"Northamptonshire, England",154,342,England
2640,Northampton Museum NOMLM : D77/1954-5,Everdon,"Northamptonshire, England",158,392,England
2645,"Royal Albert Memorial Museum, Exeter EXEMS : A6462",Cullompton,"Devon, England",154.2,442,England
2649,"British Museum BM : 1884,1221.1",Fairford,"Gloucestershire, England",171,501,England
2656,St Albans Museum SABMS : unknown,Faversham,"Kent, England",148.5,411,England
2658,private ownership,Felbrigg (parish),"Norfolk, England",150,417,England
2659,Ipswich Museum IPSMG : 1962.185,Felixstowe (near),"Suffolk, England",140,176,England
2661,St Albans Museum SABMS : unknown (1960.03),Feltwell Fen,"Norfolk, England",126,238.5,England
2662,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1923.1554",Feltwell Fen,"Norfolk, England",141,347,England
2663,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1883.118 (Z 39981)",Feltwell Fen,"Norfolk, England",166,464,England
2665,private ownership,"Feltwell, Whiteplot Lane","Norfolk, England",170,473,England
2666,private ownership,"Feltwell, Whiteplot Lane","Norfolk, England",169,498,England
2667,private ownership,Feltwell (parish),"Norfolk, England",161,499,England
2669,Somerset County Museum (Taunton Castle) TTNCM : 84A,"Ottery St Mary (River Otter, 0.25 miles S of Fenny Bridges, Feniton)","Devon, England",135,300.1,England
2672,Leeds Museum LEEDM : D.245.1964,Filey,"North Yorkshire, England",126,182,England
2673,private ownership,Filleigh (parish),"Devon, England",148.8,333,England
2678,private ownership,Firle (parish),"East Sussex, England",157.9,403,England
2679,"British Museum BM : 1964,1201.42",Fishbourne,"West Sussex, England",132,223,England
2680,private ownership,Flaxton (parish),"North Yorkshire, England",105.4,144,England
2695,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1927.594C",Fordham?,"Cambridgeshire, England",138,382.7,England
2696,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1927.594B",Fordham?,"Cambridgeshire, England",128,291,England
2697,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1927.594A (Z 25024)",Fordham?,"Cambridgeshire, England",156.5,432,England
2698,private ownership,Fordingbridge (parish),"Hampshire, England",163.5,400.4,England
2701,private ownership,Foxley (parish),"Norfolk, England",122.9,232.33,England
2702,private ownership,Framingham Earl (60 yards NW of school),"Norfolk, England",143.5,291,England
2703,"Ashmolean Museum, Oxford OXFAS : 1927.2376",Framlingham (or Stibbard?),"Suffolk, England",110,153,England
2708,private ownership,Frolesworth (parish),"Leicestershire, England",122,125,England
2710,Hull Museum KINCM : 79/North Lincolnshire Museum GB AC,Gainsborough (sand hills),"Lincolnshire, England",101,145,England
2712,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1894.82",Gamlingay,"Cambridgeshire, England",131,307,England
2713,private ownership,Gamston (parish),"Nottinghamshire, England",160,404.1,England
2714,private ownership,"Gamston, Yew Tree Farm (35 miles SE of Metford)","Nottinghamshire, England",174,432,England
2718,private ownership,Gisburn (parish),"Lancashire, England",110,90.4,England
2719,private ownership,Gisburn (parish),"Lancashire, England",91,129.19,England
2721,private ownership,Glapwell (parish),"Derbyshire, England",136.5,408.7,England
2722,Amgueddfa Cymru - National Museum Wales NMW : 39.512 (on loan to Abergavenny Museum),"Glascoed, Ordnance Works","Monmouthshire, Wales",152,377,Wales
2726,private ownership;Newport Museum 80.103 (cast),Goetre Fawr,"Gwynedd, Wales",172.2,520.4,Wales
2727,"Royal Cornwall Museum, Truro TRURI : unknown",Gooderstone (parish),"Norfolk, England",179,604.95,England
2730,"British Museum BM : 1855,0310.1",Goudhurst,"Kent, England",159,402,England
2731,"British Museum BM : 1855,0310.3",Goudhurst,"Kent, England",167,403,England
2732,"British Museum BM : 1855,0310.2",Goudhurst,"Kent, England",156,508,England
2736,Yorkshire Museum YORYM : 368.55,Grantham,"Lincolnshire, England",150,369,England
2737,"Castle Museum, Colchester COLEM : 1922.4283",Grays Thurrock (near),"Thurrock, England",165,432,England
2738,"Castle Museum, Colchester COLEM : 1922.4282",Grays Thurrock (near),"Thurrock, England",161,455.2,England
2739,private ownership,Grays Thurrock,"Thurrock, England",144,269,England
2744,Liverpool Museum LIVAM : M6655,Great/Little Ellingham,"Norfolk, England",163,467.8,England
2746,"Society of Antiquaries, London LDSAL : B40","Wilcott Moors/Baschurch, Wrekin Tenement Farm (Nescliffe Hill, foot of Great Ness)","Shropshire, England",170,574.1,England
2748,"Grosvenor Museum, Chester CHEGM : 76.P.1951","Ellesmere Port, Great Sutton, Church Lane","Cheshire West and Chester, England",155,432,England
2749,private ownership,Great Thurlow (parish),"Suffolk, England",157,377,England
2750,"Castle Museum, Colchester COLEM : 1908.1612","Great Wakering, Wakering Brick Pit","Essex, England",141,416,England
2758,private ownership,Grindleford (near the old ford of the River Derwent),"Derbyshire, England",156,453.6,England
2761,private ownership,Guestwick (parish),"Norfolk, England",83,92.42,England
2762,lost,Guildford,"Surrey, England",132,340.2,England
2766,Amgueddfa Cymru - National Museum Wales NMW : 25.65B,"Llangernyw/Gwytherin, Caecoed Farm (Y Waun or Ffridd Ucha field)","Conwy, Wales",136,265,Wales
2767,Ipswich Museum IPSMG : 1920.51.12,Hadleigh,"Suffolk, England",160,534,England
